CMP     Y,#*    AD      2       NOP     1
CMP     Y,!*    5E      3       NOP     1
CMP     Y,*     7E      2       NOP     1
CMP     *,#*    78      3       CSWAP   1
CMP     *,*     69      3       CSWAP   1

AND     A,#*    28      2       NOP     1
AND     A,(X)   26      1       NOP     1
AND     A,!*+X  35      3       NOP     1
AND     A,!*+Y  36      3       NOP     1
AND     A,!*    25      3       NOP     1
AND     A,[*+X] 27      2       NOP     1
AND     A,[*]+Y 37      2       NOP     1
AND     A,*+X   34      2       NOP     1
AND     A,*     24      2       NOP     1
AND     (X),(Y) 39      1       NOP     1
AND     *,#*    38      3       CSWAP   1
AND     *,*     29      3       CSWAP   1

OR      A,#*    08      2       NOP     1
OR      A,(X)   06      1       NOP     1
OR      A,!*+X  15      3       NOP     1
OR      A,!*+Y  16      3       NOP     1
OR      A,!*    05      3       NOP     1
OR      A,[*+X] 07      2       NOP     1
OR      A,[*]+Y 17      2       NOP     1
OR      A,*+X   14      2       NOP     1
OR      A,*     04      2       NOP     1
OR      (X),(Y) 19      1       NOP     1
OR      *,#*    18      3       CSWAP   1
OR      *,*     09      3       CSWAP   1

EOR     A,#*    48      2       NOP     1
EOR     A,(X)   46      1       NOP     1
EOR     A,!*+X  55      3       NOP     1
EOR     A,!*+Y  56      3       NOP     1
EOR     A,!*    45      3       NOP     1
EOR     A,[*+X] 47      2       NOP     1
EOR     A,[*]+Y 57      2       NOP     1
EOR     A,*+X   54      2       NOP     1
EOR     A,*     44      2       NOP     1
EOR     (X),(Y) 59      1       NOP     1
EOR     *,#*    58      3       CSWAP   1
EOR     *,*     49      3       CSWAP   1

INC     A       BC      1       NOP     1
INC     !*      AC      3       NOP     1
INC     X       3D      1       NOP     1
INC     Y       FC      1       NOP     1
INC     *+X     BB      2       NOP     1
INC     *       AB      2       NOP     1

DEC     A       9C      1       NOP     1
DEC     !*      8C      3       NOP     1
DEC     X       1D      1       NOP     1
DEC     Y       DC      1       NOP     1
DEC     *+X     9B      2       NOP     1
DEC     *       8B      2       NOP     1

ASL     A       1C      1       NOP     1
ASL     !*      0C      3       NOP     1
ASL     *+X     1B      2       NOP     1
ASL     *       0B      2       NOP     1

LSR     A       5C      1       NOP     1
LSR     !*      4C      3       NOP     1
LSR     *+X     5B      2       NOP     1
LSR     *       4B      2       NOP     1

ROL     A       3C      1       NOP     1
ROL     !*      2C      3       NOP     1
ROL     *+X     3B      2       NOP     1
ROL     *       2B      2       NOP     1

ROR     A       7C      1       NOP     1
ROR     !*      6C      3       NOP     1
ROR     *+X     7B      2       NOP     1
ROR     *       6B      2       NOP     1

XCN     A       9F      1       NOP     1

MOVW    YA,*    BA      2       NOP     1
MOVW    *,YA    DA      2       NOP     1

INCW    *       3A      2       NOP     1
DECW    *       1A      2       NOP     1
ADDW    YA,*    7A      2       NOP     1
SUBW    YA,*    9A      2       NOP     1
CMP     YA,*    5A      2       NOP     1

MUL     YA      CF      1       NOP     1
DIV     YA,X    9E      1       NOP     1

DAA     A       DF      1       NOP     1
DAS     A       BE      1       NOP     1

BRA     *       2F      2       R1      1
BEQ     *       F0      2       R1      1
BNE     *       D0      2       R1      1
BCS     *       B0      2       R1      1
BCC     *       90      2       R1      1
BVS     *       70      2       R1      1
BVC     *       50      2       R1      1
BMI     *       30      2       R1      1
BPL     *       10      2       R1      1
BBS     *,0,*   03      3       CREL    1
BBS     *,1,*   23      3       CREL    1
BBS     *,2,*   43      3       CREL    1
BBS     *,3,*   63      3       CREL    1
BBS     *,4,*   83      3       CREL    1
BBS     *,5,*   A3      3       CREL    1
BBS     *,6,*   C3      3       CREL    1
BBS     *,7,*   E3      3       CREL    1
BBC     *,0,*   13      3       CREL    1
BBC     *,1,*   33      3       CREL    1
BBC     *,2,*   53      3       CREL    1
BBC     *,3,*   73      3       CREL    1
BBC     *,4,*   93      3       CREL    1
BBC     *,5,*   B3      3       CREL    1
BBC     *,6,*   D3      3       CREL    1
BBC     *,7,*   F3      3       CREL    1
CBNE    *+X,*   DE      3       CREL    1
CBNE    *,*     2E      3       CREL    1
DBNZ    Y,*     FE      2       R1      1
DBNZ    *,*     6E      3       CREL    1
JMP     !*      5F      3       NOP     1
JMP     [!*+X]  1F      3       NOP     1

CALL    !*      3F      3       NOP     1
PCALL   *       4F      2       NOP     1
TCALL   *       01      1       T1      1       4       00F0
BRK     ""      0F      1       NOP     1
RET     ""      6F      1       NOP     1
RETI    ""      7F      1       NOP     1

PUSH    A       2D      1       NOP     1
PUSH    X       4D      1       NOP     1
PUSH    Y       6D      1       NOP     1
PUSH    PSW     0D      1       NOP     1

POP     A       AE      1       NOP     1
POP     X       CE      1       NOP     1
POP     Y       EE      1       NOP     1
POP     PSW     8E      1       NOP     1

SET1    *,*     02      2       TAR     1       5       00F0
CLR1    *,*     12      2       TAR     1       5       00F0
TSET1   !*      0E      3       NOP     1
TCLR1   !*      4E      3       NOP     1
AND1    C,!*,0  4A      3       NOP     1       0       0000
AND1    C,!*,1  4A      3       NOP     1       0       2000
AND1    C,!*,2  4A      3       NOP     1       0       4000
AND1    C,!*,3  4A      3       NOP     1       0       6000
AND1    C,!*,4  4A      3       NOP     1       0       8000
AND1    C,!*,5  4A      3       NOP     1       0       A000
AND1    C,!*,6  4A      3       NOP     1       0       C000
AND1    C,!*,7  4A      3       NOP     1       0       E000
AND1    C,/!*,0 6A      3       NOP     1       0       0000
AND1    C,/!*,1 6A      3       NOP     1       0       2000
AND1    C,/!*,2 6A      3       NOP     1       0       4000
AND1    C,/!*,3 6A      3       NOP     1       0       6000
AND1    C,/!*,4 6A      3       NOP     1       0       8000
AND1    C,/!*,5 6A      3       NOP     1       0       A000
AND1    C,/!*,6 6A      3       NOP     1       0       C000
AND1    C,/!*,7 6A      3       NOP     1       0       E000
OR1     C,!*,0  0A      3       NOP     1       0       0000
OR1     C,!*,1  0A      3       NOP     1       0       2000
OR1     C,!*,2  0A      3       NOP     1       0       4000
OR1     C,!*,3  0A      3       NOP     1       0       6000
OR1     C,!*,4  0A      3       NOP     1       0       8000
OR1     C,!*,5  0A      3       NOP     1       0       A000
OR1     C,!*,6  0A      3       NOP     1       0       C000
OR1     C,!*,7  0A      3       NOP     1       0       E000
OR1     C,/!*,0 2A      3       NOP     1       0       0000
OR1     C,/!*,1 2A      3       NOP     1       0       2000
OR1     C,/!*,2 2A      3       NOP     1       0       4000
OR1     C,/!*,3 2A      3       NOP     1       0       6000
OR1     C,/!*,4 2A      3       NOP     1       0       8000
OR1     C,/!*,5 2A      3       NOP     1       0       A000
OR1     C,/!*,6 2A      3       NOP     1       0       C000
OR1     C,/!*,7 2A      3       NOP     1       0       E000
EOR1    C,!*,0  8A      3       NOP     1       0       0000
EOR1    C,!*,1  8A      3       NOP     1       0       2000
EOR1    C,!*,2  8A      3       NOP     1       0       4000
EOR1    C,!*,3  8A      3       NOP     1       0       6000
EOR1    C,!*,4  8A      3       NOP     1       0       8000
EOR1    C,!*,5  8A      3       NOP     1       0       A000
EOR1    C,!*,6  8A      3       NOP     1       0       C000
EOR1    C,!*,7  8A      3       NOP     1       0       E000
NOT1    !*,0    EA      3       NOP     1       0       0000
NOT1    !*,1    EA      3       NOP     1       0       2000
NOT1    !*,2    EA      3       NOP     1       0       4000
NOT1    !*,3    EA      3       NOP     1       0       6000
NOT1    !*,4    EA      3       NOP     1       0       8000
NOT1    !*,5    EA      3       NOP     1       0       A000
NOT1    !*,6    EA      3       NOP     1       0       C000
NOT1    !*,7    EA      3       NOP     1       0       E000
MOV1    C,!*,0  AA      3       NOP     1       0       0000
MOV1    C,!*,1  AA      3       NOP     1       0       2000
MOV1    C,!*,2  AA      3       NOP     1       0       4000
MOV1    C,!*,3  AA      3       NOP     1       0       6000
MOV1    C,!*,4  AA      3       NOP     1       0       8000
MOV1    C,!*,5  AA      3       NOP     1       0       A000
MOV1    C,!*,6  AA      3       NOP     1       0       C000
MOV1    C,!*,7  AA      3       NOP     1       0       E000
MOV1    !*,0,C  CA      3       NOP     1       0       0000
MOV1    !*,1,C  CA      3       NOP     1       0       2000
MOV1    !*,2,C  CA      3       NOP     1       0       4000
MOV1    !*,3,C  CA      3       NOP     1       0       6000
MOV1    !*,4,C  CA      3       NOP     1       0       8000
MOV1    !*,5,C  CA      3       NOP     1       0       A000
MOV1    !*,6,C  CA      3       NOP     1       0       C000
MOV1    !*,7,C  CA      3       NOP     1       0       E000

CLRC    ""      60      1       NOP     1
SETC    ""      80      1       NOP     1
NOTC    ""      ED      1       NOP     1
CLRV    ""      E0      1       NOP     1
CLRP    ""      20      1       NOP     1
SETP    ""      40      1       NOP     1
EI      ""      A0      1       NOP     1
DI      ""      C0      1       NOP     1

NOP     ""      00      1       NOP     1
SLEEP   ""      EF      1       NOP     1
STOP    ""      FF      1       NOP     1

